,movie,year,imdb,metascore,votes,grade,runtime,genre,n_imdb
1853,Divergent,2014,6.7,48,404848,PG-13,139 min,"Action, Adventure, Mystery            ",67
1854,The Amazing Spider-Man 2,2014,6.6,53,395625,PG-13,142 min,"Action, Adventure, Sci-Fi            ",66
1855,Dawn of the Planet of the Apes,2014,7.6,79,395041,PG-13,130 min,"Action, Adventure, Drama            ",76
1856,The Maze Runner,2014,6.8,57,393416,PG-13,113 min,"Action, Mystery, Sci-Fi            ",68
1857,Fury,2014,7.6,64,390656,R,134 min,"Action, Drama, War            ",76
1858,The Hunger Games: Mockingjay - Part 1,2014,6.6,64,386181,PG-13,123 min,"Action, Adventure, Sci-Fi            ",66
1859,Big Hero 6,2014,7.8,74,380353,PG,102 min,"Animation, Action, Adventure            ",78
1860,The Theory of Everything,2014,7.7,72,368849,PG-13,123 min,"Biography, Drama, Romance            ",77
1861,Godzilla,2014,6.4,62,359020,PG-13,123 min,"Action, Adventure, Sci-Fi            ",64
1862,22 Jump Street,2014,7,71,325502,R,112 min,"Action, Comedy, Crime            ",70
1863,The Fault in Our Stars,2014,7.7,69,321561,PG-13,126 min,"Drama, Romance            ",77
1864,Boyhood,2014,7.9,100,319599,R,165 min,Drama            ,79
1865,Maleficent,2014,7,56,314190,PG,97 min,"Action, Adventure, Family            ",70
1866,The Equalizer,2014,7.2,57,309035,R,132 min,"Action, Crime, Thriller            ",72
1867,The Lego Movie,2014,7.8,83,308974,PG,100 min,"Animation, Action, Adventure            ",78
1868,The Interview,2014,6.5,52,290315,R,112 min,"Action, Adventure, Comedy            ",65
1869,Transformers: Age of Extinction,2014,5.6,32,287012,PG-13,165 min,"Action, Adventure, Sci-Fi            ",56
1870,How to Train Your Dragon 2,2014,7.8,76,284903,PG,102 min,"Animation, Action, Adventure            ",78
1871,Neighbors,2014,6.3,68,270154,R,97 min,Comedy            ,63
1872,300: Rise of an Empire,2014,6.2,48,267186,R,102 min,Action            ,62
1873,Non-Stop,2014,7,56,237940,PG-13,106 min,"Action, Mystery, Thriller            ",70
1874,Noah,2014,5.8,68,232045,PG-13,138 min,"Action, Adventure, Drama            ",58
1875,Predestination,2014,7.5,69,230541,R,97 min,"Action, Drama, Mystery            ",75
1876,RoboCop,2014,6.2,52,208044,PG-13,117 min,"Action, Crime, Sci-Fi            ",62
1877,Transcendence,2014,6.3,42,207164,PG-13,119 min,"Drama, Sci-Fi, Thriller            ",63
1878,Teenage Mutant Ninja Turtles,2014,5.8,31,193966,PG-13,101 min,"Action, Adventure, Comedy            ",58
1879,It Follows,2014,6.8,83,189002,R,100 min,"Horror, Mystery, Thriller            ",68
1880,Chef,2014,7.3,68,178830,R,114 min,"Adventure, Comedy, Drama            ",73
1881,Interstellar,2014,8.6,74,1340337,PG-13,169 min,"Adventure, Drama, Sci-Fi            ",86
1882,Guardians of the Galaxy,2014,8,76,976435,PG-13,121 min,"Action, Adventure, Comedy            ",80
1883,Gone Girl,2014,8.1,79,780716,R,149 min,"Drama, Mystery, Thriller            ",81
1884,Captain America: The Winter Soldier,2014,7.8,70,684578,PG-13,136 min,"Action, Adventure, Sci-Fi            ",78
1885,The Grand Budapest Hotel,2014,8.1,88,647624,R,99 min,"Adventure, Comedy, Crime            ",81
1886,Whiplash,2014,8.5,88,637513,R,106 min,"Drama, Music            ",85
1887,The Imitation Game,2014,8,73,632564,PG-13,114 min,"Biography, Drama, Thriller            ",80
1888,X-Men: Days of Future Past,2014,8,75,631163,PG-13,132 min,"Action, Adventure, Sci-Fi            ",80
1889,Edge of Tomorrow,2014,7.9,71,557537,PG-13,113 min,"Action, Sci-Fi            ",79
1890,Kingsman: The Secret Service,2014,7.7,60,555019,R,129 min,"Action, Adventure, Comedy            ",77
1891,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,87,531981,R,119 min,"Comedy, Drama            ",77
1892,John Wick,2014,7.4,68,480671,R,101 min,"Action, Crime, Thriller            ",74
1893,The Hobbit: The Battle of the Five Armies,2014,7.4,59,445854,PG-13,144 min,"Adventure, Fantasy            ",74
1894,Ex Machina,2014,7.7,78,434595,R,108 min,"Drama, Mystery, Sci-Fi            ",77
1895,Nightcrawler,2014,7.9,76,416591,R,117 min,"Crime, Drama, Thriller            ",79
1896,Lucy,2014,6.4,61,410545,R,89 min,"Action, Sci-Fi, Thriller            ",64
1897,American Sniper,2014,7.3,72,409052,R,133 min,"Action, Biography, Drama            ",73
1898,Divergent,2014,6.7,48,404848,PG-13,139 min,"Action, Adventure, Mystery            ",67
1899,The Amazing Spider-Man 2,2014,6.6,53,395625,PG-13,142 min,"Action, Adventure, Sci-Fi            ",66
1900,Dawn of the Planet of the Apes,2014,7.6,79,395041,PG-13,130 min,"Action, Adventure, Drama            ",76
1901,The Maze Runner,2014,6.8,57,393416,PG-13,113 min,"Action, Mystery, Sci-Fi            ",68
1902,Fury,2014,7.6,64,390656,R,134 min,"Action, Drama, War            ",76
1903,The Hunger Games: Mockingjay - Part 1,2014,6.6,64,386181,PG-13,123 min,"Action, Adventure, Sci-Fi            ",66
1904,Big Hero 6,2014,7.8,74,380353,PG,102 min,"Animation, Action, Adventure            ",78
1905,The Theory of Everything,2014,7.7,72,368849,PG-13,123 min,"Biography, Drama, Romance            ",77
1906,Godzilla,2014,6.4,62,359020,PG-13,123 min,"Action, Adventure, Sci-Fi            ",64
1907,22 Jump Street,2014,7,71,325502,R,112 min,"Action, Comedy, Crime            ",70
1908,The Fault in Our Stars,2014,7.7,69,321561,PG-13,126 min,"Drama, Romance            ",77
1909,Boyhood,2014,7.9,100,319599,R,165 min,Drama            ,79
1910,Maleficent,2014,7,56,314190,PG,97 min,"Action, Adventure, Family            ",70
1911,The Equalizer,2014,7.2,57,309035,R,132 min,"Action, Crime, Thriller            ",72
1912,The Lego Movie,2014,7.8,83,308974,PG,100 min,"Animation, Action, Adventure            ",78
1913,The Interview,2014,6.5,52,290315,R,112 min,"Action, Adventure, Comedy            ",65
1914,Transformers: Age of Extinction,2014,5.6,32,287012,PG-13,165 min,"Action, Adventure, Sci-Fi            ",56
1915,How to Train Your Dragon 2,2014,7.8,76,284903,PG,102 min,"Animation, Action, Adventure            ",78
1916,Neighbors,2014,6.3,68,270154,R,97 min,Comedy            ,63
1917,300: Rise of an Empire,2014,6.2,48,267186,R,102 min,Action            ,62
1918,Non-Stop,2014,7,56,237940,PG-13,106 min,"Action, Mystery, Thriller            ",70
1919,Noah,2014,5.8,68,232045,PG-13,138 min,"Action, Adventure, Drama            ",58
1920,Predestination,2014,7.5,69,230541,R,97 min,"Action, Drama, Mystery            ",75
1921,RoboCop,2014,6.2,52,208044,PG-13,117 min,"Action, Crime, Sci-Fi            ",62
1922,Transcendence,2014,6.3,42,207164,PG-13,119 min,"Drama, Sci-Fi, Thriller            ",63
1923,Teenage Mutant Ninja Turtles,2014,5.8,31,193966,PG-13,101 min,"Action, Adventure, Comedy            ",58
1924,It Follows,2014,6.8,83,189002,R,100 min,"Horror, Mystery, Thriller            ",68
1925,Chef,2014,7.3,68,178830,R,114 min,"Adventure, Comedy, Drama            ",73
1926,Interstellar,2014,8.6,74,1340337,PG-13,169 min,"Adventure, Drama, Sci-Fi            ",86
1927,Guardians of the Galaxy,2014,8,76,976435,PG-13,121 min,"Action, Adventure, Comedy            ",80
1928,Gone Girl,2014,8.1,79,780716,R,149 min,"Drama, Mystery, Thriller            ",81
1929,Captain America: The Winter Soldier,2014,7.8,70,684578,PG-13,136 min,"Action, Adventure, Sci-Fi            ",78
1930,The Grand Budapest Hotel,2014,8.1,88,647624,R,99 min,"Adventure, Comedy, Crime            ",81
1931,Whiplash,2014,8.5,88,637513,R,106 min,"Drama, Music            ",85
1932,The Imitation Game,2014,8,73,632564,PG-13,114 min,"Biography, Drama, Thriller            ",80
1933,X-Men: Days of Future Past,2014,8,75,631163,PG-13,132 min,"Action, Adventure, Sci-Fi            ",80
1934,Edge of Tomorrow,2014,7.9,71,557537,PG-13,113 min,"Action, Sci-Fi            ",79
1935,Kingsman: The Secret Service,2014,7.7,60,555019,R,129 min,"Action, Adventure, Comedy            ",77
1936,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,87,531981,R,119 min,"Comedy, Drama            ",77
1937,John Wick,2014,7.4,68,480671,R,101 min,"Action, Crime, Thriller            ",74
1938,The Hobbit: The Battle of the Five Armies,2014,7.4,59,445854,PG-13,144 min,"Adventure, Fantasy            ",74
1939,Ex Machina,2014,7.7,78,434595,R,108 min,"Drama, Mystery, Sci-Fi            ",77
1940,Nightcrawler,2014,7.9,76,416591,R,117 min,"Crime, Drama, Thriller            ",79
1941,Lucy,2014,6.4,61,410545,R,89 min,"Action, Sci-Fi, Thriller            ",64
1942,American Sniper,2014,7.3,72,409052,R,133 min,"Action, Biography, Drama            ",73
1943,Divergent,2014,6.7,48,404848,PG-13,139 min,"Action, Adventure, Mystery            ",67
1944,The Amazing Spider-Man 2,2014,6.6,53,395625,PG-13,142 min,"Action, Adventure, Sci-Fi            ",66
1945,Dawn of the Planet of the Apes,2014,7.6,79,395041,PG-13,130 min,"Action, Adventure, Drama            ",76
1946,The Maze Runner,2014,6.8,57,393416,PG-13,113 min,"Action, Mystery, Sci-Fi            ",68
1947,Fury,2014,7.6,64,390656,R,134 min,"Action, Drama, War            ",76
1948,The Hunger Games: Mockingjay - Part 1,2014,6.6,64,386181,PG-13,123 min,"Action, Adventure, Sci-Fi            ",66
1949,Big Hero 6,2014,7.8,74,380353,PG,102 min,"Animation, Action, Adventure            ",78
1950,The Theory of Everything,2014,7.7,72,368849,PG-13,123 min,"Biography, Drama, Romance            ",77
1951,Godzilla,2014,6.4,62,359020,PG-13,123 min,"Action, Adventure, Sci-Fi            ",64
1952,22 Jump Street,2014,7,71,325502,R,112 min,"Action, Comedy, Crime            ",70
1953,The Fault in Our Stars,2014,7.7,69,321561,PG-13,126 min,"Drama, Romance            ",77
1954,Boyhood,2014,7.9,100,319599,R,165 min,Drama            ,79
1955,Maleficent,2014,7,56,314190,PG,97 min,"Action, Adventure, Family            ",70
1956,The Equalizer,2014,7.2,57,309035,R,132 min,"Action, Crime, Thriller            ",72
1957,The Lego Movie,2014,7.8,83,308974,PG,100 min,"Animation, Action, Adventure            ",78
1958,The Interview,2014,6.5,52,290315,R,112 min,"Action, Adventure, Comedy            ",65
1959,Transformers: Age of Extinction,2014,5.6,32,287012,PG-13,165 min,"Action, Adventure, Sci-Fi            ",56
1960,How to Train Your Dragon 2,2014,7.8,76,284903,PG,102 min,"Animation, Action, Adventure            ",78
1961,Neighbors,2014,6.3,68,270154,R,97 min,Comedy            ,63
1962,300: Rise of an Empire,2014,6.2,48,267186,R,102 min,Action            ,62
1963,Non-Stop,2014,7,56,237940,PG-13,106 min,"Action, Mystery, Thriller            ",70
1964,Noah,2014,5.8,68,232045,PG-13,138 min,"Action, Adventure, Drama            ",58
1965,Predestination,2014,7.5,69,230541,R,97 min,"Action, Drama, Mystery            ",75
1966,RoboCop,2014,6.2,52,208044,PG-13,117 min,"Action, Crime, Sci-Fi            ",62
1967,Transcendence,2014,6.3,42,207164,PG-13,119 min,"Drama, Sci-Fi, Thriller            ",63
1968,Teenage Mutant Ninja Turtles,2014,5.8,31,193966,PG-13,101 min,"Action, Adventure, Comedy            ",58
1969,It Follows,2014,6.8,83,189002,R,100 min,"Horror, Mystery, Thriller            ",68
1970,Chef,2014,7.3,68,178830,R,114 min,"Adventure, Comedy, Drama            ",73
1971,Interstellar,2014,8.6,74,1340337,PG-13,169 min,"Adventure, Drama, Sci-Fi            ",86
1972,Guardians of the Galaxy,2014,8,76,976435,PG-13,121 min,"Action, Adventure, Comedy            ",80
1973,Gone Girl,2014,8.1,79,780716,R,149 min,"Drama, Mystery, Thriller            ",81
1974,Captain America: The Winter Soldier,2014,7.8,70,684578,PG-13,136 min,"Action, Adventure, Sci-Fi            ",78
1975,The Grand Budapest Hotel,2014,8.1,88,647624,R,99 min,"Adventure, Comedy, Crime            ",81
1976,Whiplash,2014,8.5,88,637513,R,106 min,"Drama, Music            ",85
1977,The Imitation Game,2014,8,73,632564,PG-13,114 min,"Biography, Drama, Thriller            ",80
1978,X-Men: Days of Future Past,2014,8,75,631163,PG-13,132 min,"Action, Adventure, Sci-Fi            ",80
1979,Edge of Tomorrow,2014,7.9,71,557537,PG-13,113 min,"Action, Sci-Fi            ",79
1980,Kingsman: The Secret Service,2014,7.7,60,555019,R,129 min,"Action, Adventure, Comedy            ",77
1981,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,87,531981,R,119 min,"Comedy, Drama            ",77
1982,John Wick,2014,7.4,68,480671,R,101 min,"Action, Crime, Thriller            ",74
1983,The Hobbit: The Battle of the Five Armies,2014,7.4,59,445854,PG-13,144 min,"Adventure, Fantasy            ",74
1984,Ex Machina,2014,7.7,78,434595,R,108 min,"Drama, Mystery, Sci-Fi            ",77
1985,Nightcrawler,2014,7.9,76,416591,R,117 min,"Crime, Drama, Thriller            ",79
1986,Lucy,2014,6.4,61,410545,R,89 min,"Action, Sci-Fi, Thriller            ",64
1987,American Sniper,2014,7.3,72,409052,R,133 min,"Action, Biography, Drama            ",73
1988,Divergent,2014,6.7,48,404848,PG-13,139 min,"Action, Adventure, Mystery            ",67
1989,The Amazing Spider-Man 2,2014,6.6,53,395625,PG-13,142 min,"Action, Adventure, Sci-Fi            ",66
1990,Dawn of the Planet of the Apes,2014,7.6,79,395041,PG-13,130 min,"Action, Adventure, Drama            ",76
1991,The Maze Runner,2014,6.8,57,393416,PG-13,113 min,"Action, Mystery, Sci-Fi            ",68
1992,Fury,2014,7.6,64,390656,R,134 min,"Action, Drama, War            ",76
1993,The Hunger Games: Mockingjay - Part 1,2014,6.6,64,386181,PG-13,123 min,"Action, Adventure, Sci-Fi            ",66
1994,Big Hero 6,2014,7.8,74,380353,PG,102 min,"Animation, Action, Adventure            ",78
1995,The Theory of Everything,2014,7.7,72,368849,PG-13,123 min,"Biography, Drama, Romance            ",77
1996,Godzilla,2014,6.4,62,359020,PG-13,123 min,"Action, Adventure, Sci-Fi            ",64
1997,22 Jump Street,2014,7,71,325502,R,112 min,"Action, Comedy, Crime            ",70
1998,The Fault in Our Stars,2014,7.7,69,321561,PG-13,126 min,"Drama, Romance            ",77
1999,Boyhood,2014,7.9,100,319599,R,165 min,Drama            ,79
2000,Maleficent,2014,7,56,314190,PG,97 min,"Action, Adventure, Family            ",70
2001,The Equalizer,2014,7.2,57,309035,R,132 min,"Action, Crime, Thriller            ",72
2002,The Lego Movie,2014,7.8,83,308974,PG,100 min,"Animation, Action, Adventure            ",78
2003,The Interview,2014,6.5,52,290315,R,112 min,"Action, Adventure, Comedy            ",65
2004,Transformers: Age of Extinction,2014,5.6,32,287012,PG-13,165 min,"Action, Adventure, Sci-Fi            ",56
2005,How to Train Your Dragon 2,2014,7.8,76,284903,PG,102 min,"Animation, Action, Adventure            ",78
2006,Neighbors,2014,6.3,68,270154,R,97 min,Comedy            ,63
2007,300: Rise of an Empire,2014,6.2,48,267186,R,102 min,Action            ,62
2008,Non-Stop,2014,7,56,237940,PG-13,106 min,"Action, Mystery, Thriller            ",70
2009,Noah,2014,5.8,68,232045,PG-13,138 min,"Action, Adventure, Drama            ",58
2010,Predestination,2014,7.5,69,230541,R,97 min,"Action, Drama, Mystery            ",75
2011,RoboCop,2014,6.2,52,208044,PG-13,117 min,"Action, Crime, Sci-Fi            ",62
2012,Transcendence,2014,6.3,42,207164,PG-13,119 min,"Drama, Sci-Fi, Thriller            ",63
2013,Teenage Mutant Ninja Turtles,2014,5.8,31,193966,PG-13,101 min,"Action, Adventure, Comedy            ",58
2014,It Follows,2014,6.8,83,189002,R,100 min,"Horror, Mystery, Thriller            ",68
2015,Chef,2014,7.3,68,178830,R,114 min,"Adventure, Comedy, Drama            ",73
2016,Interstellar,2014,8.6,74,1340337,PG-13,169 min,"Adventure, Drama, Sci-Fi            ",86
2017,Guardians of the Galaxy,2014,8,76,976435,PG-13,121 min,"Action, Adventure, Comedy            ",80
2018,Gone Girl,2014,8.1,79,780716,R,149 min,"Drama, Mystery, Thriller            ",81
2019,Captain America: The Winter Soldier,2014,7.8,70,684578,PG-13,136 min,"Action, Adventure, Sci-Fi            ",78
2020,The Grand Budapest Hotel,2014,8.1,88,647624,R,99 min,"Adventure, Comedy, Crime            ",81
2021,Whiplash,2014,8.5,88,637513,R,106 min,"Drama, Music            ",85
2022,The Imitation Game,2014,8,73,632564,PG-13,114 min,"Biography, Drama, Thriller            ",80
2023,X-Men: Days of Future Past,2014,8,75,631163,PG-13,132 min,"Action, Adventure, Sci-Fi            ",80
2024,Edge of Tomorrow,2014,7.9,71,557537,PG-13,113 min,"Action, Sci-Fi            ",79
2025,Kingsman: The Secret Service,2014,7.7,60,555019,R,129 min,"Action, Adventure, Comedy            ",77
2026,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,87,531981,R,119 min,"Comedy, Drama            ",77
2027,John Wick,2014,7.4,68,480671,R,101 min,"Action, Crime, Thriller            ",74
2028,The Hobbit: The Battle of the Five Armies,2014,7.4,59,445854,PG-13,144 min,"Adventure, Fantasy            ",74
2029,Ex Machina,2014,7.7,78,434595,R,108 min,"Drama, Mystery, Sci-Fi            ",77
2030,Nightcrawler,2014,7.9,76,416591,R,117 min,"Crime, Drama, Thriller            ",79
2031,Lucy,2014,6.4,61,410545,R,89 min,"Action, Sci-Fi, Thriller            ",64
2032,American Sniper,2014,7.3,72,409052,R,133 min,"Action, Biography, Drama            ",73
2033,Divergent,2014,6.7,48,404848,PG-13,139 min,"Action, Adventure, Mystery            ",67
2034,The Amazing Spider-Man 2,2014,6.6,53,395625,PG-13,142 min,"Action, Adventure, Sci-Fi            ",66
2035,Dawn of the Planet of the Apes,2014,7.6,79,395041,PG-13,130 min,"Action, Adventure, Drama            ",76
2036,The Maze Runner,2014,6.8,57,393416,PG-13,113 min,"Action, Mystery, Sci-Fi            ",68
2037,Fury,2014,7.6,64,390656,R,134 min,"Action, Drama, War            ",76
2038,The Hunger Games: Mockingjay - Part 1,2014,6.6,64,386181,PG-13,123 min,"Action, Adventure, Sci-Fi            ",66
2039,Big Hero 6,2014,7.8,74,380353,PG,102 min,"Animation, Action, Adventure            ",78
2040,The Theory of Everything,2014,7.7,72,368849,PG-13,123 min,"Biography, Drama, Romance            ",77
2041,Godzilla,2014,6.4,62,359020,PG-13,123 min,"Action, Adventure, Sci-Fi            ",64
2042,22 Jump Street,2014,7,71,325502,R,112 min,"Action, Comedy, Crime            ",70
2043,The Fault in Our Stars,2014,7.7,69,321561,PG-13,126 min,"Drama, Romance            ",77
2044,Boyhood,2014,7.9,100,319599,R,165 min,Drama            ,79
2045,Maleficent,2014,7,56,314190,PG,97 min,"Action, Adventure, Family            ",70
2046,The Equalizer,2014,7.2,57,309035,R,132 min,"Action, Crime, Thriller            ",72
2047,The Lego Movie,2014,7.8,83,308974,PG,100 min,"Animation, Action, Adventure            ",78
2048,The Interview,2014,6.5,52,290315,R,112 min,"Action, Adventure, Comedy            ",65
2049,Transformers: Age of Extinction,2014,5.6,32,287012,PG-13,165 min,"Action, Adventure, Sci-Fi            ",56
2050,How to Train Your Dragon 2,2014,7.8,76,284903,PG,102 min,"Animation, Action, Adventure            ",78
2051,Neighbors,2014,6.3,68,270154,R,97 min,Comedy            ,63
2052,300: Rise of an Empire,2014,6.2,48,267186,R,102 min,Action            ,62
2053,Non-Stop,2014,7,56,237940,PG-13,106 min,"Action, Mystery, Thriller            ",70
